"City of Wanneroo, Population density, 2016, Usual residence, Persons, Persons per hectare"
SA1,Density,Population,Hectares
5109913,14.13,384,27.18

"Source: Australian Bureau of Statistics, Census of Population and Housing, 2016 (Usual residence data). Compiled and presented in atlas.id by .id, the population experts. Note: Due to changes in the ABS rules regarding perturbation of small numbers to protect the confidentiality of individuals in 2016, the totals of all SA1s in an area may not equal the total derived from the area as a whole."
